-0.0785784465,-0.0470907632,-0.8501719126,0.5152043261
-0.0785633155,-0.0471924586,-0.8495030859,0.5163064529
-0.0785280183,-0.0473100274,-0.8488584429,0.5173627808
-0.0784738084,-0.0470899968,-0.8489219617,0.5172772757
-0.078541182,-0.0468383946,-0.8490100495,0.5171453699
-0.0786787027,-0.0465740579,-0.8491084544,0.5169868423
-0.0787157638,-0.046405846,-0.8492320759,0.5167931175
-0.0788179369,-0.0463068466,-0.8494162064,0.5164840193
-0.0789547544,-0.0462463706,-0.8496301681,0.5161163657
-0.0790625383,-0.0461044699,-0.849739372,0.5159326092
-0.0791269893,-0.0458823821,-0.8497179904,0.5159776411
-0.0790962772,-0.0458327295,-0.8493593719,0.5165780005
-0.0790452785,-0.0460022376,-0.8487103902,0.5176411428
-0.0789893294,-0.0462209588,-0.8480440289,0.5187231864
-0.078967727,-0.0464703727,-0.8475108312,0.5195701
-0.0789690479,-0.0464672314,-0.8477446378,0.5191858613
-0.0789795327,-0.0464237255,-0.8481017115,0.5186053119
-0.0790038787,-0.0464416571,-0.8484475809,0.5180340526
-0.0790300687,-0.0464972092,-0.8487413601,0.5175432689
-0.0790586914,-0.0465940865,-0.8489722786,0.5171510084
-0.0789581585,-0.0471347587,-0.8487979131,0.5175181638
-0.0788781974,-0.0473248828,-0.8484403706,0.5179845506
-0.0787785956,-0.0475154521,-0.848016038,0.5186778141
-0.0787246389,-0.0474418294,-0.8483296596,0.5181786794
-0.0786810716,-0.0473337371,-0.8487295968,0.5175405961
-0.0786271756,-0.0472453337,-0.8491143567,0.516924752
-0.0786710679,-0.0472400904,-0.8492409175,0.5167097392
-0.0789085104,-0.0474464586,-0.8486824551,0.5175747874
-0.0789850586,-0.0474375691,-0.8486770759,0.5175694114
-0.0789673848,-0.0473593249,-0.8487230138,0.5175039726
-0.0788935213,-0.0472424617,-0.8487965176,0.5174053059
-0.0788026761,-0.0472210699,-0.8486855537,0.5176031252
-0.0786731398,-0.0471412598,-0.8489115628,0.5172597363
-0.0785372669,-0.0470507639,-0.8492286043,0.5167683673
-0.0783322298,-0.0468037686,-0.8500620123,0.5155353553
-0.0782907224,-0.0467186739,-0.8503801392,0.5149384737
-0.0782655841,-0.0466936075,-0.8505885448,0.5146009079
-0.0781200026,-0.0468052834,-0.8503108283,0.5150714765
-0.0779640342,-0.0469983538,-0.8496719344,0.5161360417
-0.0777551502,-0.0472857168,-0.8489698778,0.5172960216
-0.0776548371,-0.0474417509,-0.8483619382,0.5182928885
-0.0776118466,-0.0475349096,-0.8477100065,0.5193555799
-0.077436165,-0.0473124865,-0.8477311277,0.5193614713
-0.0773831778,-0.0471797998,-0.8480042832,0.5189372368
-0.07735591,-0.0470586758,-0.8483682366,0.5183568531
-0.0773100306,-0.0470479705,-0.848599666,0.5179842477
-0.0771853831,-0.046974032,-0.8488156071,0.5176570593
-0.0769896626,-0.0468480709,-0.8490584579,0.5172987599
-0.0767866052,-0.0466983045,-0.8490403542,0.5173716525
-0.0767361687,-0.0465498132,-0.8492571525,0.5170370839
-0.0767349317,-0.0464015051,-0.8495461926,0.5165757442
-0.0767660931,-0.0463240096,-0.8497069819,0.5163130271
-0.0767132504,-0.046311738,-0.8497173384,0.5163046051
-0.0765732821,-0.0463659245,-0.849562079,0.516576387
