35.234677306,-82.724574372
35.234677342,-82.724574333
35.234677345,-82.724574324
35.23467734,-82.724574338
35.23467733,-82.724574329
35.234677331,-82.724574334
35.23467734,-82.724574343
35.234677356,-82.72457433
35.234677353,-82.724574342
35.234677353,-82.724574346
35.234677329,-82.72457434
35.234677311,-82.72457431
35.234677321,-82.724574331
35.234677333,-82.724574313
35.234677321,-82.724574303
35.234677333,-82.724574329
35.234677352,-82.724574298
35.234677337,-82.724574272
35.234677339,-82.724574282
35.234677332,-82.724574294
35.234677336,-82.724574298
35.234677333,-82.724574327
35.234677341,-82.724574284
35.234677342,-82.724574297
35.234677335,-82.724574301
35.234677328,-82.724574299
35.234677359,-82.724574329
35.234677331,-82.724574326
35.234677359,-82.724574323
35.234677343,-82.724574338
35.234677347,-82.724574347
35.234677332,-82.724574327
35.234677348,-82.724574343
35.234677337,-82.724574331
35.234677341,-82.724574342
35.234677335,-82.724574372
35.234677316,-82.724574352
35.234677316,-82.724574362
35.234677317,-82.724574373
35.234677325,-82.724574388
35.234677321,-82.724574401
35.234677323,-82.724574395
35.234677335,-82.724574384
35.23467733,-82.724574407
35.234677329,-82.724574419
35.234677339,-82.724574398
35.234677326,-82.724574379
35.234677321,-82.724574377
35.234677325,-82.724574381
35.234677331,-82.724574376
35.234677336,-82.724574368
35.234677331,-82.724574401
35.234677311,-82.724574395
35.23467732,-82.72457439
35.234677316,-82.724574401
35.234677321,-82.724574406
35.234677317,-82.724574373
35.234677322,-82.724574343
35.234677324,-82.724574372
35.234677328,-82.724574362
35.234677328,-82.724574358
35.23467734,-82.724574428
35.23467735,-82.72457441
35.234677348,-82.724574433
35.234677346,-82.724574404
35.234677339,-82.72457441
35.234677337,-82.724574424
35.23467731,-82.724574422
35.234677342,-82.724574408
35.234677321,-82.724574413
35.234677312,-82.724574406
35.234677327,-82.724574426
35.234677317,-82.724574394
35.234677335,-82.72457441
35.234677324,-82.724574421
35.234677316,-82.724574419
35.234677359,-82.724574434
35.234677353,-82.724574445
35.234677336,-82.724574419
35.234677344,-82.724574423
35.234677336,-82.724574406
35.234677363,-82.724574437
35.23467736,-82.724574428
35.234677347,-82.724574409
35.23467734,-82.724574422
35.234677345,-82.724574401
35.234677344,-82.724574433
35.234677366,-82.724574423
35.234677366,-82.724574424
35.234677366,-82.724574437
35.234677374,-82.724574401
35.234677378,-82.724574441
35.234677376,-82.724574447
35.234677392,-82.724574436
35.23467738,-82.724574433
35.234677386,-82.724574425
35.234677394,-82.724574443
35.234677404,-82.72457445
